,tokens,ner_tags
4028,"['Акционеры', '""', 'Нутритека', '""', 'на', 'внеочередном', 'собрании', 'изберут', 'новый', 'совет', 'директоров', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4029,"['Библиотечно-информационные', 'ресурсы']","['O', 'O']"
4030,"['салоны', 'сотовой', 'связи']","['O', 'O', 'O']"
4031,"['Для', 'пополнения', 'счета', 'в', 'онлайн', 'казино', '""777""', 'на', '3000р', 'на', 'карту', 'Mastercard', 'отправьте', 'SMS', 'с', 'текстом', '""777', '3000""', 'на', 'номер', '900.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4032,"['98', 'Услуги', 'стоматологов', 'и', 'ортодонтов']","['O', 'O', 'O', 'O', 'O']"
4033,"['2022-09-09', '12:38:20']","['O', 'O']"
4034,"['Электрооборудование', 'электрических', 'станций', 'и', 'подстанций']","['O', 'O', 'O', 'O', 'O']"
4035,"['В', '1960', '-', 'х', 'годах', 'ему', 'было', 'дважды', 'отказано', 'во', 'въездной', 'визе', 'в', 'США', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O']"
4036,"['Бывшего', 'уже', 'премьер', '-', 'министра', 'обвиняли', 'в', 'том', ',', 'что', 'он', 'перевел', 'на', 'личные', 'счета', 'за', 'границей', 'миллионы', 'долларов', ',', 'принадлежавшие', 'государству', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4037,['http://ip.net/register.html'],['O']
4038,"['Технология', 'художественной', 'обработки', 'материалов']","['O', 'O', 'O', 'O']"
4039,"['learn_d+', '1684913', '2779303', '', '0', '11:51', '?', '', '', '', '', '', '', '', '00:00:00', '/swml/envs/sla_inc/env_python3.9/bin/python', '-m', 'ipykernel_launcher', '-f', '/home/learn_dev/.local/share/jup']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4040,['admin@helen03-ld23.sigma.sbrf.ru'],['O']
4041,"['Величина', 'тарифа']","['O', 'O']"
4042,"['SEMENOVA', 'STIL0903@MAIL.RU']","['U-LAST_NAME', 'O']"
4043,"['сеть', 'салонов', 'связи']","['O', 'O', 'O']"
4044,"['2022-09-09', '12:36:54']","['O', 'O']"
4045,"['конфой:', 'Confluence']","['O', 'O']"
4046,"['В', 'СКОБКАХ', 'ГОДА', 'ПРИНЯТИЯ', 'НОВЫХ', 'ЧЛЕНОВ', 'В', 'ВОЕННО-ПОЛИТИЧЕСКИЙ', 'БЛОК', ':', 'ГРЕЦИЯ', '(C 1952)', ',', 'ТУРЦИЯ', '(C 1952)', ',', 'ГЕРМАНИЯ', '(C 1955)', ',', 'ИСПАНИЯ', '(C 1982)', ',', 'ВЕНГРИЯ', '(C 1999)', ',', 'ПОЛЬША', '(C 1999)', ',', 'ЧЕХИЯ', '(C 1999)', ',', 'БОЛГАРИЯ', '(C 2004)', ',', 'ЛАТВИЯ', '(C 2004)', ',', 'ЛИТВА', '(C 2004)', ',', 'РУМЫНИЯ', '(C 2004)', ',', 'СЛОВАКИЯ', '(C 2004)', ',', 'СЛОВЕНИЯ', '(C 2004)', ',', 'ЭСТОНИЯ', '(C 2004)', ',', 'АЛБАНИЯ', '(С 2009)', ',', 'ХОРВАТИЯ', '(С 2009)', ',', 'ЧЕРНОГОРИЯ', '(С 2017)', ',', 'СЕВЕРНАЯ', 'МАКЕДОНИЯ', '(С 2020)', ',', 'ФИНЛЯНДИЯ', '(С 2023)']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'B-COUNTRY', 'L-COUNTRY', 'O', 'O', 'U-COUNTRY', 'O']"
4047,"['сельское', 'хозяйство,', 'пищевая', 'промышленность']","['O', 'O', 'O', 'O']"
4048,['ОЫЕТФЫЛГНГТЖКУ'],['O']
4049,"['select', '*', 'from', 'Customers', 'where', 'City', 'NOT', 'IN', ""('"", 'Madrid', ""',"", ""'"", 'Berlin', ""','"", 'Bern', ""')""]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CITY', 'O', 'O', 'U-CITY', 'O', 'U-CITY', 'O']"
4050,['c7:a2:c2:a3:f3:4b'],['O']
4051,"['systemd[1708735]:', 'Reached', 'target', 'Paths.']","['O', 'O', 'O', 'O']"
4052,"['ГК', '""Электрозавод""']","['O', 'O']"
4053,"['ОШИБКА', 'РЕГИСТРАЦИИ']","['O', 'O']"
4054,"['THEME_CLASS,IS_SUBSCRIBED,SUBSCRIBED_FROM,TRANSLATE_THIS_TEMPLATE']",['O']
4055,"['Транспортное', 'электрооборудование']","['O', 'O']"
4056,"['11', '\t', 'РЕСПУБЛИКА', 'КОМИ', '\n', '12', '\t', 'РЕСПУБЛИКА', 'МАРИЙ', 'ЭЛ', '\n', '13', ',', '113', '\t', 'РЕСПУБЛИКА', 'МОРДОВИЯ', '\n', '14', '\t', 'РЕСПУБЛИКА', 'САХА', '(', 'ЯКУТИЯ', ')', '\n', '15', '\t', 'РЕСПУБЛИКА', 'СЕВЕРНАЯ', 'ОСЕТИЯ', '—', 'АЛАНИЯ', '\n']","['O', 'O', 'O', 'U-REGION', 'O', 'O', 'O', 'O', 'B-REGION', 'L-REGION', 'O', 'O', 'O', 'O', 'O', 'O', 'U-REGION', 'O', 'O', 'O', 'O', 'U-REGION', 'O', 'U-REGION', 'O', 'O', 'O', 'O', 'O', 'B-REGION', 'L-REGION', 'O', 'U-REGION', 'O']"
4057,"['ushkevichsv', '@mail.ru']","['U-LAST_NAME', 'O']"
4058,"['ООО', '""Mail.ru', 'Group""', '\n', '125167,', 'Москва,', 'Ленинградский', 'проспект,', 'дом', '39,', 'строение', '79\n', 'ИНН', '7719488300\n', 'Место', 'расчётов:', 'mail.ru']","['O', 'O', 'O', 'O', 'O', 'U-CITY', 'U-STREET', 'O', 'B-HOUSE', 'I-HOUSE', 'I-HOUSE', 'L-HOUSE', 'O', 'O', 'O', 'O', 'O']"
4059,"['В', 'январе', '1887', 'года', 'премьер-министр', 'Рене', 'Гобле', 'назначает', 'его', 'своим', 'помощником', '.']","['O', 'O', 'O', 'O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O']"
4060,['https://drive.google.com/file/d/0B7_q0ykdUtwmQVE5cFRWZTdkRzA/view?usp=sharing'],['O']
4061,['Мосстроимеханизация-5'],['O']
4062,"['перенаправление', 'Магнуссон', ',', 'Матс']","['O', 'U-LAST_NAME', 'O', 'U-FIRST_NAME']"
4063,"['Популярные', 'мужские', 'отчества', 'в', 'России', ':', 'Александрович', ',', 'Алексеевич', ',', 'Борисович', ',', 'Богданович', ',', 'Владимирович', ',', 'Владиславович', ',', 'Григорьевич', ',', 'Георгиевич', ',', 'Дмитриевич', ',', 'Денисович', ',', 'Дамирович', ',', 'Егорович', ',', 'Евгеньевич', ',', 'Игоревич', ',', 'Константинович', ',', 'Лаврентьевич', ',', 'Михайлович', 'и', 'Николаевич', '.']","['O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'U-MIDDLE_NAME', 'O', 'U-MIDDLE_NAME', 'O', 'U-MIDDLE_NAME', 'O', 'U-MIDDLE_NAME', 'O', 'U-MIDDLE_NAME', 'O', 'U-MIDDLE_NAME', 'O', 'U-MIDDLE_NAME', 'O', 'U-MIDDLE_NAME', 'O', 'U-MIDDLE_NAME', 'O', 'U-MIDDLE_NAME', 'O', 'U-MIDDLE_NAME', 'O', 'U-MIDDLE_NAME', 'O', 'U-MIDDLE_NAME', 'O', 'U-MIDDLE_NAME', 'O', 'U-MIDDLE_NAME', 'O', 'U-MIDDLE_NAME', 'O', 'U-MIDDLE_NAME', 'O', 'U-MIDDLE_NAME', 'O']"
4064,"['CN=ALFA,OU=DL,OU=SGROUPS,DC=int,DC=sblogistica,DC=ru;CN=Региональный', 'центр', 'по', 'г.', 'Воронеж', ',OU=Региональный', 'центр', 'по', 'г.', 'Воронеж', ',OU=', 'Воронеж', ',OU=USR,DC=int,DC=sblogistica,DC=ru;CN=users1c-rds,OU=1C,OU=SGROUPS,DC=int,DC=sblogistica,DC=ru;CN=WE-USERS,OU=WE,OU=SGROUPS,DC=int,DC=sblogistica,DC=ru;CN=M365-MailAccess,OU=M365,OU=SGROUPS,DC=int,DC=sblogistica,DC=ru']","['O', 'O', 'O', 'O', 'U-CITY', 'O', 'O', 'O', 'O', 'U-CITY', 'O', 'U-CITY', 'O']"
4065,['сберинфра'],['O']
4066,"['Глава', 'Минздрава', 'России', 'Михаил', 'Мурашко', 'заявил', ',', 'что', 'в', 'России', 'первая', 'прививка', 'от', 'COVID-19', 'будет', 'бесплатной', '.']","['O', 'O', 'U-COUNTRY', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4067,"['Футбольный', 'матч', 'Уругвай', '—', 'Бразилия', '(', '1950', ')']","['O', 'O', 'U-COUNTRY', 'O', 'U-COUNTRY', 'O', 'O', 'O']"
4068,"['Участник', 'чемпионата', 'Европы', '2008', 'года', ',', 'сыграл', 'все', '3', 'матча', 'в', 'группе', 'в', 'качестве', 'основного', 'вратаря', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4069,"['вкс:', 'ВКС']","['O', 'O']"
4070,"['Эмма', 'Мартина', 'Луиджа', 'Морано', 'родилась', '29', 'ноября', '1899', 'года', 'в', 'Чивьяско', 'провинция', 'Верчелли', 'Пьемонт', 'Италия', 'в', 'семье', 'Джованни', 'Морано', 'и', 'Матильды', 'Брешани']","['U-FIRST_NAME', 'U-MIDDLE_NAME', 'U-MIDDLE_NAME', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DISTRICT', 'O', 'U-CITY', 'U-REGION', 'U-COUNTRY', 'O', 'O', 'U-FIRST_NAME', 'U-LAST_NAME', 'O', 'U-FIRST_NAME', 'U-LAST_NAME']"
4071,['h$M86Bk?e575790e427af5e72b2b9aca63b8a43d'],['O']
4072,"['18', 'NOV', '16']","['O', 'O', 'O']"
4073,"['В', 'России', 'были', 'изданы', 'два', 'начальных', 'выпуска', 'первого', 'сезона', 'в', '2012', 'году', 'и', 'ещё', 'три', 'выпуска', 'в', '2013-м', '.']","['O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4074,['/var/log/buendia/rc.log'],['O']
4075,['Проходчик'],['O']
4076,"['Компьютерные', 'сети']","['O', 'O']"
4077,"['Санитарно-гигиенические', 'лабораторные', 'исследования']","['O', 'O', 'O']"
4078,"['оптовая', 'торговля', 'отделочными', 'материалами']","['O', 'O', 'O', 'O']"
4079,"['девопсер:', 'DevOps']","['O', 'O']"
4080,"['03.03.2022\t', '09:15\t', '03.03.2022\t', '-', '50,00', '₽\t', '-', '50,00', '₽\t', 'Оплата', 'в', 'PYATEROCHKA', '67890', 'St. Petersburg', 'RUS']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CITY', 'U-COUNTRY']"
4081,"['9', 'июня', '2018', 'года', 'на', 'партийном', 'съезде', 'в', 'Турку', 'он', 'был', 'переизбран', 'на', 'этот', 'пост', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-CITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4082,"['Исключён', 'из', 'КПК', 'в', 'сентябре', '1997', 'г', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4083,"['alexander', '.', 'kuzmin']","['U-FIRST_NAME', 'O', 'U-LAST_NAME']"
4084,['Шлифовщик-универсал'],['O']
4085,"['Искусство', 'эстрады']","['O', 'O']"
4086,"['D:\\Home', 'Manager', 'MVC\\HomeManager\\HomeManager\\bin\\Release\\netcoreapp3.1\\appsettings.Development.json']","['O', 'O', 'O']"
4087,"['Технология', 'переработки', 'пластических', 'масс', 'и', 'эластомеров']","['O', 'O', 'O', 'O', 'O', 'O']"
4088,['INSTANCE=zaramo;SID=645;SER=4444;'],['O']
4089,"['м31:', 'M31']","['O', 'O']"
4090,"['', '', '', '', 'сохранить', 'изменения.']","['O', 'O', 'O', 'O', 'O', 'O']"
4091,"['Линдеманн', ',', 'Тилль']","['U-LAST_NAME', 'O', 'U-FIRST_NAME']"
4092,['Автомир'],['O']
4093,"['77', 'Проектирование', 'и', 'строительство', 'зданий', 'и', 'сооружений', '20202']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4094,"['ОПЛАТА', 'АБОНЕМЕНТА', 'В', 'ФИТНЕС-КЛУБЕ', 'ЧЕРЕЗ', 'МОБИЛЬНОЕ', 'ПРИЛОЖЕНИЕ']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
4095,"['продажа', 'автомобилей']","['O', 'O']"
4096,"['c:\\program', 'files\\nvidia', 'gpu', 'computing', 'toolkit\\cuda\\v7.0\\include\\host_config.h']","['O', 'O', 'O', 'O', 'O']"
4097,"['сберакселерейшн:', 'SberAcceleration']","['O', 'O']"
4098,"['касперский:', 'Kaspersky']","['O', 'O']"
4099,"['Нижняя', 'Пойма']","['B-CITY', 'L-CITY']"
4100,"['Пищевая', 'инженерия']","['O', 'O']"
4101,"['PISMO', 'OT', 'KUZNETSOVA', 'ALEKSANDRA', 'IVANOVICHA']","['O', 'O', 'U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME']"
4102,"['joyce.delta.sbrf.ru:/TFS_new', 'joyce.delta.sbrf.ru:/DM2-UT1/vol1//IFT']","['O', 'O']"
4103,"['Сыграл', 'за', 'клуб', 'из', 'Падуи', 'следующие', 'шесть', 'сезонов', 'своей', 'игровой', 'карьеры', '.']","['O', 'O', 'O', 'O', 'U-CITY', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4104,"['Откр.', 'вкл.', 'возм.', 'вкл-ку', 'КБ', '&quot;Промрегионбанк&quot;', 'ООО']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
4105,"['Социально-экономическое', 'образование']","['O', 'O']"
4106,"['Машины', 'и', 'оборудование', 'нефтяных', 'и', 'газовых', 'промыслов']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
4107,['Драматургия'],['O']
4108,"['Передача', 'информации', 'о', 'состоянии', 'транзакции']","['O', 'O', 'O', 'O', 'O']"
4109,['https://dummyimage.com/75x123'],['O']
4110,"['Lena', 'epifanova', '88@mail.ru']","['U-FIRST_NAME', 'U-LAST_NAME', 'O']"
4111,['ЙЦУКЕНГШЩЗХЖХА'],['O']
4112,['gBR9NzTh22dc69d95717c9633a07d4524048e9fd'],['O']
4113,"['Лаборант', 'по', 'физико-механическим', 'испытаниям']","['O', 'O', 'O', 'O']"
4114,"['Мастер', 'по', 'лесному', 'хозяйству']","['O', 'O', 'O', 'O']"
4115,"['Организация', 'перевозок', 'и', 'управление', 'движением', 'на', 'транспорте']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
4116,"[""'"", ""''"", 'Луккезе', ""''"", ""'""]","['O', 'O', 'U-LAST_NAME', 'O', 'O']"
4117,"['Адрес', 'плательщика:']","['O', 'O']"
4118,"['Лас-Вегас.', 'Игровая', 'система']","['U-CITY', 'O', 'O']"
4119,"['Поляков', 'Артем', 'Сергеевич\n', 'Отдел маркетинга', 'Краснодар\n', '+7', '861', '777-88-99,', 'as.polyakov@marketing.tensor.ru']","['U-LAST_NAME', 'U-FIRST_NAME', 'U-MIDDLE_NAME', 'O', 'U-CITY', 'O', 'O', 'O', 'O']"
4120,['https://www.facebook.com/john.doe.1234'],['O']
4121,"['Автоматика,', 'телемеханика', 'и', 'управление', 'на', 'транспорте']","['O', 'O', 'O', 'O', 'O', 'O']"
4122,"['Химическая', 'технология', 'редких', 'элементов', 'и', 'материалов', 'на', 'их', 'основе']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4123,"['Berlin', '(', 'Berlin', ')']","['U-CITY', 'O', 'U-CITY', 'O']"
4124,"['Журнал', '«', 'Игромания', '»', 'поставил', 'игре', '8', 'баллов', 'из', '10-ти', ',', 'сделав', 'следующее', 'заключение', ':', '«', 'В', 'принципе', ',', 'если', 'вы', 'пришли', 'сюда', 'ради', 'мультиплеера', ',', 'на', 'все', 'это', 'можно', 'закрыть', 'глаза', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4125,['Волга-Днепр'],['O']
4126,"['КомПАНИЯ', 'Apple', 'пРЕДСТАВиЛА', 'НОВЫЙ', 'смАРТфон', 'iPhone', '12']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
4127,['IVANOV'],['U-LAST_NAME']
4128,['Merlion'],['O']
4129,"['root', '', '', '', '', '1704197', '', '', '', '', '', '', '2', '', '0', '12:47', '?', '', '', '', '', '', '', '', '00:00:00', '[kworker/8:2-cgroup_pidlist_destroy]']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4130,"['сколько', '1', 'человек', 'потребляет', 'в', 'месяц,', 'если', 'у', 'него', 'не', 'установлены', 'приборы', 'учета', '(зависит', 'от', 'степени', 'благоустройства)']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4131,"['Промышленная', 'теплоэнергетика']","['O', 'O']"
4132,"['Mirax', 'Group']","['O', 'O']"
4133,"['Картина', 'в', 'настоящее', 'время', 'хранится', 'в', 'Национальной', 'галерее', 'Австралии', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O']"
4134,"['Ранее', 'И', '.', 'Шувалову', 'поручили', 'курировать', 'экономический', 'блок', 'правительства', 'РФ', 'в', 'связи', 'с', 'отставкой', 'А', '.', 'Кудрина', 'с', 'поста', 'министра', 'финансов', 'и', 'вице', '-', 'премьера', '.']","['O', 'O', 'O', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'U-COUNTRY', 'O', 'O', 'O', 'O', 'O', 'O', 'U-LAST_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
4135,"['ТД', '""Топливное', 'обеспечение', 'аэропортов""']","['O', 'O', 'O', 'O']"
4136,"['Too', 'Many', 'Requests']","['O', 'O', 'O']"
4137,"['Аппаратчик', 'производства', 'стекловолокнистых', 'материалов', 'и', 'стеклопластиков']","['O', 'O', 'O', 'O', 'O', 'O']"
4138,"['(OlgaS)', 'Sidorova']","['U-FIRST_NAME', 'U-LAST_NAME']"
4139,"['продажа', 'электроэнергии']","['O', 'O']"
4140,"['49', 'МАГАДАНСКАЯ', 'ОБЛАСТЬ']","['O', 'U-REGION', 'O']"
4141,"['64', ',', '164', 'САРАТОВСКАЯ', 'ОБЛАСТЬ', '65', 'САХАЛИНСКАЯ', 'ОБЛАСТЬ', '66', ',', '96', ',', '196', 'СВЕРДЛОВСКАЯ', 'ОБЛАСТЬ', '67', 'СМОЛЕНСКАЯ', 'ОБЛАСТЬ', '68', 'ТАМБОВСКАЯ', 'ОБЛАСТЬ', '71', 'ТУЛЬСКАЯ', 'ОБЛАСТЬ', '74', ',', '174', 'ЧЕЛЯБИНСКАЯ', 'ОБЛАСТЬ']","['O', 'O', 'O', 'U-REGION', 'O', 'O', 'U-REGION', 'O', 'O', 'O', 'O', 'O', 'O', 'U-REGION', 'O', 'O', 'U-REGION', 'O', 'O', 'U-REGION', 'O', 'O', 'U-REGION', 'O', 'O', 'O', 'O', 'U-REGION', 'O']"
